,session_id,user_id,session_start,session_date,source,device,region,age_band,income_band,product,is_returning_user,page_views,session_duration_seconds,completed_stage,product_page_viewed,calculator_used,cta_clicked,form_started,form_submitted,exit_page,exit_reason,estimated_opportunity_value,session_month,session_week
4663,S004664,U004388,2025-03-18 21:12:36,2025-03-18,Direct,Mobile,East,25-34,Below 25K,Savings Account,0,1,1042,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,11291,3,12
4664,S004665,U003899,2025-04-18 11:48:08,2025-04-18,Direct,Mobile,West,45-54,Below 25K,Personal Loan,0,11,537,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,103087,4,16
4665,S004666,U001635,2025-04-13 18:17:46,2025-04-13,Direct,Desktop,East,55+,100K+,Personal Loan,0,2,382,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,161586,4,15
4666,S004667,U003668,2025-06-27 20:18:20,2025-06-27,Organic Search,Desktop,North,35-44,50K-100K,Credit Card,0,8,219,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,21054,6,26
4667,S004668,U001234,2025-03-05 14:56:24,2025-03-05,Organic Search,Desktop,East,18-24,25K-50K,Savings Account,0,6,382,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,18747,3,10
4668,S004669,U001653,2025-06-03 03:11:21,2025-06-03,Social Media,Mobile,West,25-34,25K-50K,Credit Card,0,10,143,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,19593,6,23
4669,S004670,U000459,2025-05-24 13:33:12,2025-05-24,Organic Search,Mobile,East,35-44,25K-50K,Savings Account,0,9,946,Lead Form Submitted,1,1,1,1,1,,,0,5,21
4670,S004671,U003442,2025-04-07 01:37:06,2025-04-07,Paid Ads,Desktop,Central,35-44,50K-100K,Credit Card,0,10,476,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,34801,4,15
4671,S004672,U004415,2025-04-24 12:49:45,2025-04-24,Paid Ads,Desktop,Central,35-44,25K-50K,Credit Card,0,6,115,Lead Form Submitted,1,1,1,1,1,,,0,4,17
4672,S004673,U002843,2025-02-17 06:55:20,2025-02-17,Paid Ads,Mobile,North,35-44,100K+,Credit Card,0,4,326,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,23134,2,8
4673,S004674,U001251,2025-01-25 18:46:36,2025-01-25,Email,Mobile,East,18-24,25K-50K,Credit Card,1,2,172,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,32164,1,4
4674,S004675,U004144,2025-02-21 19:03:15,2025-02-21,Social Media,Desktop,East,25-34,50K-100K,Personal Loan,0,2,1142,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,90841,2,8
4675,S004676,U004043,2025-03-06 02:15:06,2025-03-06,Referral,Mobile,North,25-34,50K-100K,Savings Account,0,4,969,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,12541,3,10
4676,S004677,U003043,2025-05-11 09:20:04,2025-05-11,Social Media,Desktop,East,45-54,25K-50K,Credit Card,1,1,739,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,35679,5,19
4677,S004678,U000666,2025-03-07 22:19:19,2025-03-07,Direct,Mobile,East,35-44,25K-50K,Savings Account,0,5,119,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,13909,3,10
4678,S004679,U002036,2025-02-05 08:39:37,2025-02-05,Organic Search,Mobile,West,45-54,50K-100K,Personal Loan,0,10,911,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,77062,2,6
4679,S004680,U003718,2025-02-11 11:51:24,2025-02-11,Direct,Desktop,East,18-24,50K-100K,Credit Card,0,5,1130,Lead Form Submitted,1,1,1,1,1,,,0,2,7
4680,S004681,U001419,2025-06-10 09:12:11,2025-06-10,Paid Ads,Mobile,Central,45-54,50K-100K,Credit Card,0,9,1164,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,30780,6,24
4681,S004682,U003702,2025-03-19 14:32:41,2025-03-19,Social Media,Mobile,North,25-34,25K-50K,Insurance Plan,0,11,159,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,6011,3,12
4682,S004683,U004514,2025-01-24 15:50:15,2025-01-24,Direct,Mobile,East,25-34,50K-100K,Credit Card,0,7,1082,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,26067,1,4
4683,S004684,U002210,2025-04-07 15:31:54,2025-04-07,Direct,Mobile,North,25-34,Below 25K,Savings Account,0,7,110,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,17321,4,15
4684,S004685,U002111,2025-01-09 12:04:21,2025-01-09,Direct,Mobile,South,45-54,50K-100K,Savings Account,1,11,384,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,16558,1,2
4685,S004686,U001111,2025-05-17 00:57:00,2025-05-17,Direct,Mobile,South,35-44,25K-50K,Personal Loan,0,2,240,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,144670,5,20
4686,S004687,U001496,2025-03-23 17:50:48,2025-03-23,Direct,Mobile,Central,55+,25K-50K,Savings Account,0,5,1010,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,20345,3,12
4687,S004688,U000804,2025-05-30 12:43:53,2025-05-30,Direct,Mobile,North,25-34,50K-100K,Credit Card,0,3,1110,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,32709,5,22
4688,S004689,U000645,2025-05-15 10:00:04,2025-05-15,Organic Search,Mobile,Central,18-24,50K-100K,Savings Account,0,6,360,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,9231,5,20
4689,S004690,U001830,2025-04-24 20:37:15,2025-04-24,Referral,Mobile,North,45-54,50K-100K,Savings Account,0,8,1192,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,11087,4,17
4690,S004691,U000907,2025-04-22 03:41:34,2025-04-22,Email,Mobile,South,25-34,25K-50K,Personal Loan,0,4,1081,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,152256,4,17
4691,S004692,U001195,2025-03-29 07:49:35,2025-03-29,Organic Search,Mobile,South,25-34,25K-50K,Personal Loan,0,6,1081,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,76097,3,13
4692,S004693,U000047,2025-02-18 08:51:44,2025-02-18,Referral,Mobile,South,35-44,100K+,Credit Card,1,12,322,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,25815,2,8
4693,S004694,U001195,2025-06-03 19:20:51,2025-06-03,Paid Ads,Mobile,South,35-44,25K-50K,Personal Loan,0,12,313,Lead Form Submitted,1,1,1,1,1,,,0,6,23
4694,S004695,U002381,2025-01-16 07:59:27,2025-01-16,Paid Ads,Mobile,West,25-34,50K-100K,Personal Loan,0,7,681,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,99431,1,3
4695,S004696,U001794,2025-02-07 15:18:35,2025-02-07,Organic Search,Desktop,North,45-54,50K-100K,Savings Account,0,5,842,Lead Form Submitted,1,1,1,1,1,,,0,2,6
4696,S004697,U002674,2025-03-20 11:49:06,2025-03-20,Direct,Mobile,East,45-54,100K+,Credit Card,1,1,47,Lead Form Submitted,1,1,1,1,1,,,0,3,12
4697,S004698,U003113,2025-03-22 08:47:45,2025-03-22,Email,Desktop,West,55+,Below 25K,Insurance Plan,1,4,799,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,5611,3,12
4698,S004699,U002589,2025-06-03 08:26:19,2025-06-03,Direct,Desktop,North,35-44,50K-100K,Personal Loan,0,3,576,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,157371,6,23
4699,S004700,U001986,2025-04-27 06:15:10,2025-04-27,Organic Search,Desktop,Central,25-34,50K-100K,Insurance Plan,0,2,498,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,10247,4,17
4700,S004701,U003020,2025-05-03 03:51:47,2025-05-03,Direct,Mobile,West,25-34,25K-50K,Savings Account,1,1,1132,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,15453,5,18
4701,S004702,U003701,2025-04-24 22:27:07,2025-04-24,Organic Search,Mobile,North,35-44,50K-100K,Savings Account,0,3,558,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,19073,4,17
4702,S004703,U002484,2025-05-19 12:25:38,2025-05-19,Social Media,Mobile,Central,18-24,50K-100K,Insurance Plan,0,6,541,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8153,5,21
4703,S004704,U004589,2025-02-22 08:12:41,2025-02-22,Organic Search,Mobile,West,45-54,25K-50K,Insurance Plan,0,1,759,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,6022,2,8
4704,S004705,U001823,2025-01-09 10:59:48,2025-01-09,Email,Mobile,East,35-44,50K-100K,Insurance Plan,0,5,102,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,6267,1,2
4705,S004706,U000166,2025-01-17 01:52:20,2025-01-17,Paid Ads,Tablet,West,25-34,100K+,Credit Card,1,1,20,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,31844,1,3
4706,S004707,U001895,2025-02-03 23:37:03,2025-02-03,Organic Search,Desktop,Central,35-44,25K-50K,Insurance Plan,0,5,519,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,7703,2,6
4707,S004708,U001438,2025-05-06 08:26:38,2025-05-06,Organic Search,Desktop,West,25-34,25K-50K,Insurance Plan,0,8,125,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,8302,5,19
4708,S004709,U003913,2025-05-05 13:56:48,2025-05-05,Direct,Mobile,West,25-34,100K+,Personal Loan,0,12,717,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,159903,5,19
4709,S004710,U002317,2025-03-05 00:51:07,2025-03-05,Email,Mobile,East,18-24,Below 25K,Personal Loan,0,10,1003,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,109181,3,10
4710,S004711,U004368,2025-05-15 08:18:29,2025-05-15,Email,Mobile,East,35-44,25K-50K,Personal Loan,0,2,183,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,73603,5,20
4711,S004712,U002076,2025-05-08 13:42:43,2025-05-08,Referral,Mobile,South,18-24,100K+,Insurance Plan,0,7,919,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,5865,5,19
4712,S004713,U004316,2025-01-22 03:05:54,2025-01-22,Referral,Mobile,East,55+,50K-100K,Personal Loan,0,9,1112,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,125895,1,4
4713,S004714,U003169,2025-06-05 00:00:15,2025-06-05,Direct,Mobile,Central,45-54,50K-100K,Personal Loan,0,4,698,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,139235,6,23
4714,S004715,U002592,2025-05-18 04:47:37,2025-05-18,Referral,Mobile,South,25-34,Below 25K,Credit Card,1,5,421,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,35947,5,20
4715,S004716,U001472,2025-03-13 18:36:37,2025-03-13,Referral,Mobile,West,25-34,25K-50K,Personal Loan,0,11,56,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,159910,3,11
4716,S004717,U002015,2025-01-16 14:12:20,2025-01-16,Referral,Desktop,East,35-44,50K-100K,Savings Account,0,6,955,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20658,1,3
4717,S004718,U003574,2025-04-20 01:59:57,2025-04-20,Paid Ads,Mobile,East,25-34,25K-50K,Insurance Plan,0,9,259,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,7570,4,16
4718,S004719,U004558,2025-03-14 11:13:03,2025-03-14,Referral,Tablet,South,35-44,50K-100K,Personal Loan,0,10,882,Lead Form Submitted,1,1,1,1,1,,,0,3,11
4719,S004720,U000032,2025-04-14 01:55:28,2025-04-14,Referral,Tablet,West,35-44,50K-100K,Credit Card,1,4,488,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,27594,4,16
4720,S004721,U003333,2025-04-27 18:16:33,2025-04-27,Organic Search,Mobile,West,45-54,50K-100K,Personal Loan,0,12,256,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,68895,4,17
4721,S004722,U001145,2025-03-20 12:22:39,2025-03-20,Paid Ads,Tablet,West,45-54,50K-100K,Insurance Plan,0,11,34,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,8798,3,12
4722,S004723,U003244,2025-02-28 21:02:09,2025-02-28,Social Media,Desktop,East,35-44,25K-50K,Personal Loan,0,10,790,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,121951,2,9
4723,S004724,U004006,2025-02-05 13:58:23,2025-02-05,Social Media,Desktop,East,25-34,25K-50K,Personal Loan,0,8,429,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,100650,2,6
4724,S004725,U000848,2025-05-14 13:53:15,2025-05-14,Organic Search,Mobile,East,18-24,25K-50K,Personal Loan,0,5,163,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,82337,5,20
4725,S004726,U002845,2025-05-25 14:36:38,2025-05-25,Direct,Tablet,North,25-34,50K-100K,Insurance Plan,0,4,842,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,7562,5,21
4726,S004727,U002864,2025-01-28 12:30:55,2025-01-28,Organic Search,Desktop,North,25-34,50K-100K,Insurance Plan,0,4,639,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,9574,1,5
4727,S004728,U001689,2025-04-08 02:05:39,2025-04-08,Paid Ads,Mobile,West,35-44,50K-100K,Savings Account,0,5,238,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,11837,4,15
4728,S004729,U002877,2025-01-05 00:23:30,2025-01-05,Paid Ads,Desktop,North,35-44,50K-100K,Insurance Plan,0,9,923,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,5930,1,1
4729,S004730,U002594,2025-01-04 20:41:36,2025-01-04,Direct,Desktop,West,35-44,Below 25K,Personal Loan,0,5,698,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,115730,1,1
4730,S004731,U004186,2025-04-27 16:20:14,2025-04-27,Email,Desktop,West,18-24,25K-50K,Credit Card,0,6,312,Lead Form Submitted,1,1,1,1,1,,,0,4,17
4731,S004732,U001054,2025-05-27 14:50:26,2025-05-27,Paid Ads,Desktop,South,18-24,50K-100K,Credit Card,1,12,922,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,31582,5,22
4732,S004733,U003986,2025-05-01 02:41:05,2025-05-01,Organic Search,Mobile,South,25-34,100K+,Credit Card,1,8,713,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,21382,5,18
4733,S004734,U004586,2025-04-10 19:09:18,2025-04-10,Email,Desktop,West,25-34,50K-100K,Credit Card,0,12,488,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,24541,4,15
4734,S004735,U001524,2025-05-11 17:02:53,2025-05-11,Organic Search,Mobile,Central,25-34,Below 25K,Credit Card,0,5,840,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,38224,5,19
4735,S004736,U002895,2025-01-22 20:49:00,2025-01-22,Email,Tablet,Central,18-24,100K+,Credit Card,0,5,1133,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,28032,1,4
4736,S004737,U002821,2025-04-29 14:05:05,2025-04-29,Direct,Mobile,Central,55+,100K+,Savings Account,1,7,1145,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21209,4,18
4737,S004738,U004696,2025-04-13 05:21:18,2025-04-13,Referral,Mobile,North,45-54,Below 25K,Personal Loan,0,10,1146,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,80619,4,15
4738,S004739,U000039,2025-05-05 06:17:16,2025-05-05,Paid Ads,Mobile,East,35-44,Below 25K,Personal Loan,0,1,565,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,116967,5,19
4739,S004740,U000550,2025-03-06 21:09:31,2025-03-06,Email,Mobile,South,45-54,25K-50K,Personal Loan,0,6,1036,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,119081,3,10
4740,S004741,U004124,2025-04-04 23:02:58,2025-04-04,Direct,Mobile,East,25-34,25K-50K,Personal Loan,0,10,356,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,101804,4,14
4741,S004742,U000918,2025-05-31 11:31:56,2025-05-31,Direct,Mobile,North,25-34,25K-50K,Personal Loan,0,9,254,Lead Form Submitted,1,1,1,1,1,,,0,5,22
4742,S004743,U000459,2025-01-29 08:09:11,2025-01-29,Direct,Mobile,Central,25-34,100K+,Insurance Plan,0,7,890,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,5828,1,5
4743,S004744,U003698,2025-01-31 18:21:34,2025-01-31,Paid Ads,Mobile,East,25-34,50K-100K,Personal Loan,0,9,967,Lead Form Submitted,1,1,1,1,1,,,0,1,5
4744,S004745,U003579,2025-02-13 18:20:57,2025-02-13,Paid Ads,Mobile,West,35-44,50K-100K,Savings Account,0,7,785,Lead Form Submitted,1,1,1,1,1,,,0,2,7
4745,S004746,U001716,2025-04-13 03:43:16,2025-04-13,Social Media,Desktop,South,35-44,25K-50K,Savings Account,0,1,1014,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,16251,4,15
4746,S004747,U000408,2025-04-23 06:04:43,2025-04-23,Email,Mobile,North,35-44,25K-50K,Personal Loan,0,1,444,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,127221,4,17
4747,S004748,U000631,2025-03-12 20:44:00,2025-03-12,Paid Ads,Desktop,West,25-34,50K-100K,Savings Account,0,2,251,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20816,3,11
4748,S004749,U004649,2025-04-05 05:40:04,2025-04-05,Paid Ads,Desktop,West,45-54,Below 25K,Savings Account,1,8,1095,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,13699,4,14
4749,S004750,U001251,2025-02-25 23:13:14,2025-02-25,Organic Search,Mobile,East,35-44,50K-100K,Credit Card,0,11,958,Lead Form Submitted,1,1,1,1,1,,,0,2,9
4750,S004751,U004674,2025-03-14 05:52:42,2025-03-14,Direct,Desktop,East,18-24,100K+,Credit Card,0,7,1161,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,32380,3,11
4751,S004752,U003727,2025-03-16 01:03:18,2025-03-16,Direct,Desktop,West,55+,Below 25K,Credit Card,1,12,247,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,20040,3,11
4752,S004753,U004149,2025-05-02 04:06:56,2025-05-02,Direct,Desktop,West,35-44,25K-50K,Insurance Plan,0,11,775,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,10293,5,18
4753,S004754,U000057,2025-04-05 04:22:56,2025-04-05,Referral,Tablet,East,45-54,25K-50K,Credit Card,1,10,89,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,39630,4,14
4754,S004755,U003332,2025-06-02 01:14:21,2025-06-02,Direct,Desktop,Central,35-44,25K-50K,Personal Loan,1,6,1152,Lead Form Submitted,1,1,1,1,1,,,0,6,23
4755,S004756,U001992,2025-04-25 22:59:25,2025-04-25,Organic Search,Mobile,West,35-44,25K-50K,Credit Card,0,10,467,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,17312,4,17
4756,S004757,U001455,2025-02-05 15:28:57,2025-02-05,Referral,Desktop,East,18-24,25K-50K,Personal Loan,0,1,989,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,159471,2,6
4757,S004758,U003236,2025-05-04 07:42:55,2025-05-04,Social Media,Mobile,South,25-34,Below 25K,Credit Card,1,1,801,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,27033,5,18
4758,S004759,U003297,2025-01-20 15:29:13,2025-01-20,Organic Search,Desktop,East,25-34,25K-50K,Credit Card,1,11,426,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,31786,1,4
4759,S004760,U000148,2025-01-24 16:10:50,2025-01-24,Direct,Mobile,Central,35-44,Below 25K,Personal Loan,0,8,324,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,113156,1,4
4760,S004761,U002549,2025-05-14 05:23:46,2025-05-14,Referral,Desktop,Central,35-44,25K-50K,Credit Card,1,10,1138,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,26643,5,20
4761,S004762,U001806,2025-01-07 18:06:13,2025-01-07,Direct,Mobile,South,25-34,25K-50K,Savings Account,0,4,573,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,8858,1,2
4762,S004763,U000716,2025-06-11 23:42:27,2025-06-11,Paid Ads,Desktop,North,55+,100K+,Savings Account,0,11,80,Lead Form Submitted,1,1,1,1,1,,,0,6,24
4763,S004764,U004208,2025-05-19 03:39:14,2025-05-19,Social Media,Desktop,North,45-54,25K-50K,Savings Account,0,6,370,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,9078,5,21
4764,S004765,U002836,2025-04-10 05:31:33,2025-04-10,Referral,Mobile,Central,25-34,Below 25K,Personal Loan,0,11,414,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,141165,4,15
4765,S004766,U002222,2025-01-24 06:25:27,2025-01-24,Email,Desktop,North,45-54,100K+,Personal Loan,0,8,544,Lead Form Submitted,1,1,1,1,1,,,0,1,4
4766,S004767,U001491,2025-01-17 11:19:59,2025-01-17,Referral,Mobile,East,25-34,50K-100K,Personal Loan,1,6,328,Lead Form Submitted,1,1,1,1,1,,,0,1,3
4767,S004768,U004541,2025-04-10 06:07:46,2025-04-10,Referral,Desktop,East,45-54,100K+,Insurance Plan,1,5,229,Lead Form Submitted,1,1,1,1,1,,,0,4,15
4768,S004769,U001415,2025-02-22 05:45:27,2025-02-22,Email,Mobile,North,35-44,Below 25K,Personal Loan,0,10,464,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,129958,2,8
4769,S004770,U001051,2025-03-27 11:46:45,2025-03-27,Organic Search,Mobile,North,35-44,Below 25K,Personal Loan,1,11,632,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,139374,3,13
4770,S004771,U002583,2025-05-30 10:31:33,2025-05-30,Social Media,Tablet,West,35-44,50K-100K,Insurance Plan,0,9,431,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,8040,5,22
4771,S004772,U000824,2025-05-20 08:18:23,2025-05-20,Email,Mobile,East,55+,50K-100K,Personal Loan,1,10,393,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,79653,5,21
4772,S004773,U003286,2025-01-13 14:29:35,2025-01-13,Paid Ads,Mobile,West,25-34,25K-50K,Savings Account,0,9,72,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,13008,1,3
4773,S004774,U001822,2025-06-26 06:36:19,2025-06-26,Email,Mobile,Central,25-34,50K-100K,Personal Loan,0,3,834,Lead Form Submitted,1,1,1,1,1,,,0,6,26
4774,S004775,U001653,2025-02-11 06:14:15,2025-02-11,Email,Mobile,South,18-24,25K-50K,Personal Loan,1,5,895,Lead Form Submitted,1,1,1,1,1,,,0,2,7
4775,S004776,U002685,2025-05-18 14:31:40,2025-05-18,Organic Search,Tablet,Central,35-44,25K-50K,Credit Card,0,9,122,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,19901,5,20
4776,S004777,U001343,2025-02-05 17:11:56,2025-02-05,Paid Ads,Desktop,West,45-54,50K-100K,Insurance Plan,0,10,289,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,8647,2,6
4777,S004778,U001793,2025-04-11 22:12:06,2025-04-11,Paid Ads,Mobile,South,35-44,50K-100K,Savings Account,0,3,997,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,11221,4,15
4778,S004779,U000065,2025-01-11 00:34:21,2025-01-11,Email,Mobile,West,35-44,25K-50K,Credit Card,0,9,818,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,21546,1,2
4779,S004780,U004320,2025-06-28 12:50:33,2025-06-28,Organic Search,Mobile,East,45-54,25K-50K,Credit Card,0,1,431,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,36136,6,26
4780,S004781,U001755,2025-01-07 04:35:01,2025-01-07,Direct,Mobile,South,25-34,50K-100K,Credit Card,0,6,40,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,34231,1,2
4781,S004782,U003149,2025-06-07 22:04:51,2025-06-07,Referral,Mobile,East,55+,25K-50K,Credit Card,0,3,991,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,17854,6,23
4782,S004783,U004615,2025-02-28 23:28:59,2025-02-28,Direct,Mobile,West,45-54,25K-50K,Insurance Plan,0,7,197,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,7187,2,9
4783,S004784,U004491,2025-01-25 13:09:42,2025-01-25,Organic Search,Desktop,Central,45-54,25K-50K,Credit Card,0,3,1064,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,24567,1,4
4784,S004785,U000101,2025-03-25 04:02:12,2025-03-25,Direct,Mobile,North,25-34,25K-50K,Credit Card,0,11,1119,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,27252,3,13
4785,S004786,U001446,2025-05-06 16:48:25,2025-05-06,Paid Ads,Mobile,East,35-44,25K-50K,Savings Account,1,5,96,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,17810,5,19
4786,S004787,U000040,2025-02-06 22:09:58,2025-02-06,Organic Search,Desktop,Central,25-34,Below 25K,Insurance Plan,0,1,1104,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,8351,2,6
4787,S004788,U002922,2025-01-28 00:36:20,2025-01-28,Organic Search,Mobile,South,18-24,25K-50K,Savings Account,0,6,476,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,10578,1,5
4788,S004789,U004449,2025-06-24 00:51:49,2025-06-24,Direct,Mobile,West,25-34,50K-100K,Personal Loan,0,4,843,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,153500,6,26
4789,S004790,U002803,2025-03-27 10:04:45,2025-03-27,Email,Mobile,South,25-34,25K-50K,Savings Account,0,2,144,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,15203,3,13
4790,S004791,U003265,2025-01-22 06:47:56,2025-01-22,Referral,Tablet,North,25-34,Below 25K,Credit Card,0,7,346,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,17517,1,4
4791,S004792,U000874,2025-06-06 12:40:34,2025-06-06,Paid Ads,Tablet,North,18-24,Below 25K,Personal Loan,1,5,500,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,116072,6,23
4792,S004793,U002199,2025-05-25 13:42:49,2025-05-25,Email,Mobile,North,45-54,50K-100K,Credit Card,0,11,279,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,24099,5,21
4793,S004794,U002273,2025-01-07 04:13:26,2025-01-07,Paid Ads,Mobile,South,25-34,Below 25K,Insurance Plan,0,1,584,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,4995,1,2
4794,S004795,U003418,2025-05-22 22:09:43,2025-05-22,Organic Search,Mobile,Central,35-44,Below 25K,Insurance Plan,0,11,639,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,7019,5,21
